unicode,gb2312,Chinese,id
0x513F,0xB6F9,儿,652
0x8033,0xB6FA,耳,653
0x5C14,0xB6FB,尔,654
0x9975,0xB6FC,饵,655
0x6D31,0xB6FD,洱,656
0x4E8C,0xB6FE,二,657
0x8D30,0xB7A1,贰,658
0x53D1,0xB7A2,发,659
0x7F5A,0xB7A3,罚,660
0x7B4F,0xB7A4,筏,661
0x4F10,0xB7A5,伐,662
0x4E4F,0xB7A6,乏,663
0x9600,0xB7A7,阀,664
0x6CD5,0xB7A8,法,665
0x73D0,0xB7A9,珐,666
0x85E9,0xB7AA,藩,667
0x5E06,0xB7AB,帆,668
0x756A,0xB7AC,番,669
0x7FFB,0xB7AD,翻,670
0x6A0A,0xB7AE,樊,671
0x77FE,0xB7AF,矾,672
0x9492,0xB7B0,钒,673
0x7E41,0xB7B1,繁,674
0x51E1,0xB7B2,凡,675
0x70E6,0xB7B3,烦,676
0x53CD,0xB7B4,反,677
0x8FD4,0xB7B5,返,678
0x8303,0xB7B6,范,679
0x8D29,0xB7B7,贩,680
0x72AF,0xB7B8,犯,681
0x996D,0xB7B9,饭,682
0x6CDB,0xB7BA,泛,683
0x574A,0xB7BB,坊,684
0x82B3,0xB7BC,芳,685
0x65B9,0xB7BD,方,686
0x80AA,0xB7BE,肪,687
0x623F,0xB7BF,房,688
0x9632,0xB7C0,防,689
0x59A8,0xB7C1,妨,690
0x4EFF,0xB7C2,仿,691
0x8BBF,0xB7C3,访,692
0x7EBA,0xB7C4,纺,693
0x653E,0xB7C5,放,694
0x83F2,0xB7C6,菲,695
0x975E,0xB7C7,非,696
0x5561,0xB7C8,啡,697
0x98DE,0xB7C9,飞,698
0x80A5,0xB7CA,肥,699
0x532A,0xB7CB,匪,700
0x8BFD,0xB7CC,诽,701
0x5420,0xB7CD,吠,702
0x80BA,0xB7CE,肺,703
0x5E9F,0xB7CF,废,704
0x6CB8,0xB7D0,沸,705
0x8D39,0xB7D1,费,706
0x82AC,0xB7D2,芬,707
0x915A,0xB7D3,酚,708
0x5429,0xB7D4,吩,709
0x6C1B,0xB7D5,氛,710
0x5206,0xB7D6,分,711
0x7EB7,0xB7D7,纷,712
0x575F,0xB7D8,坟,713
0x711A,0xB7D9,焚,714
0x6C7E,0xB7DA,汾,715
0x7C89,0xB7DB,粉,716
0x594B,0xB7DC,奋,717
0x4EFD,0xB7DD,份,718
0x5FFF,0xB7DE,忿,719
0x6124,0xB7DF,愤,720
0x7CAA,0xB7E0,粪,721
0x4E30,0xB7E1,丰,722
0x5C01,0xB7E2,封,723
0x67AB,0xB7E3,枫,724
0x8702,0xB7E4,蜂,725
0x5CF0,0xB7E5,峰,726
0x950B,0xB7E6,锋,727
0x98CE,0xB7E7,风,728
0x75AF,0xB7E8,疯,729
0x70FD,0xB7E9,烽,730
0x9022,0xB7EA,逢,731
0x51AF,0xB7EB,冯,732
0x7F1D,0xB7EC,缝,733
0x8BBD,0xB7ED,讽,734
0x5949,0xB7EE,奉,735
0x51E4,0xB7EF,凤,736
0x4F5B,0xB7F0,佛,737
0x5426,0xB7F1,否,738
0x592B,0xB7F2,夫,739
0x6577,0xB7F3,敷,740
0x80A4,0xB7F4,肤,741
0x5B75,0xB7F5,孵,742
0x6276,0xB7F6,扶,743
0x62C2,0xB7F7,拂,744
0x8F90,0xB7F8,辐,745
0x5E45,0xB7F9,幅,746
0x6C1F,0xB7FA,氟,747
0x7B26,0xB7FB,符,748
0x4F0F,0xB7FC,伏,749
0x4FD8,0xB7FD,俘,750
0x670D,0xB7FE,服,751
0x6D6E,0xB8A1,浮,752
0x6DAA,0xB8A2,涪,753
0x798F,0xB8A3,福,754
0x88B1,0xB8A4,袱,755
0x5F17,0xB8A5,弗,756
0x752B,0xB8A6,甫,757
0x629A,0xB8A7,抚,758
0x8F85,0xB8A8,辅,759
0x4FEF,0xB8A9,俯,760
0x91DC,0xB8AA,釜,761
0x65A7,0xB8AB,斧,762
0x812F,0xB8AC,脯,763
0x8151,0xB8AD,腑,764
0x5E9C,0xB8AE,府,765
0x8150,0xB8AF,腐,766
0x8D74,0xB8B0,赴,767
0x526F,0xB8B1,副,768
0x8986,0xB8B2,覆,769
0x8D4B,0xB8B3,赋,770
0x590D,0xB8B4,复,771
0x5085,0xB8B5,傅,772
0x4ED8,0xB8B6,付,773
0x961C,0xB8B7,阜,774
0x7236,0xB8B8,父,775
0x8179,0xB8B9,腹,776
0x8D1F,0xB8BA,负,777
0x5BCC,0xB8BB,富,778
0x8BA3,0xB8BC,讣,779
0x9644,0xB8BD,附,780
0x5987,0xB8BE,妇,781
0x7F1A,0xB8BF,缚,782
0x5490,0xB8C0,咐,783
0x5676,0xB8C1,噶,784
0x560E,0xB8C2,嘎,785
0x8BE5,0xB8C3,该,786
0x6539,0xB8C4,改,787
0x6982,0xB8C5,概,788
0x9499,0xB8C6,钙,789
0x76D6,0xB8C7,盖,790
0x6E89,0xB8C8,溉,791
0x5E72,0xB8C9,干,792
0x7518,0xB8CA,甘,793
0x6746,0xB8CB,杆,794
0x67D1,0xB8CC,柑,795
0x7AFF,0xB8CD,竿,796
0x809D,0xB8CE,肝,797
0x8D76,0xB8CF,赶,798
0x611F,0xB8D0,感,799
0x79C6,0xB8D1,秆,800
0x6562,0xB8D2,敢,801
0x8D63,0xB8D3,赣,802
0x5188,0xB8D4,冈,803
0x521A,0xB8D5,刚,804
0x94A2,0xB8D6,钢,805
0x7F38,0xB8D7,缸,806
0x809B,0xB8D8,肛,807
0x7EB2,0xB8D9,纲,808
0x5C97,0xB8DA,岗,809
0x6E2F,0xB8DB,港,810
0x6760,0xB8DC,杠,811
0x7BD9,0xB8DD,篙,812
0x768B,0xB8DE,皋,813
0x9AD8,0xB8DF,高,814
0x818F,0xB8E0,膏,815
0x7F94,0xB8E1,羔,816
0x7CD5,0xB8E2,糕,817
0x641E,0xB8E3,搞,818
0x9550,0xB8E4,镐,819
0x7A3F,0xB8E5,稿,820
0x544A,0xB8E6,告,821
0x54E5,0xB8E7,哥,822
0x6B4C,0xB8E8,歌,823
0x6401,0xB8E9,搁,824
0x6208,0xB8EA,戈,825
0x9E3D,0xB8EB,鸽,826
0x80F3,0xB8EC,胳,827
0x7599,0xB8ED,疙,828
0x5272,0xB8EE,割,829
0x9769,0xB8EF,革,830
0x845B,0xB8F0,葛,831
0x683C,0xB8F1,格,832
0x86E4,0xB8F2,蛤,833
0x9601,0xB8F3,阁,834
0x9694,0xB8F4,隔,835
0x94EC,0xB8F5,铬,836
0x4E2A,0xB8F6,个,837
0x5404,0xB8F7,各,838
0x7ED9,0xB8F8,给,839
0x6839,0xB8F9,根,840
0x8DDF,0xB8FA,跟,841
0x8015,0xB8FB,耕,842
0x66F4,0xB8FC,更,843
0x5E9A,0xB8FD,庚,844
0x7FB9,0xB8FE,羹,845
0x57C2,0xB9A1,埂,846
0x803F,0xB9A2,耿,847
0x6897,0xB9A3,梗,848
0x5DE5,0xB9A4,工,849
0x653B,0xB9A5,攻,850
0x529F,0xB9A6,功,851
0x606D,0xB9A7,恭,852
0x9F9A,0xB9A8,龚,853
0x4F9B,0xB9A9,供,854
0x8EAC,0xB9AA,躬,855
0x516C,0xB9AB,公,856
0x5BAB,0xB9AC,宫,857
0x5F13,0xB9AD,弓,858
0x5DE9,0xB9AE,巩,859
0x6C5E,0xB9AF,汞,860
0x62F1,0xB9B0,拱,861
0x8D21,0xB9B1,贡,862
0x5171,0xB9B2,共,863
0x94A9,0xB9B3,钩,864
0x52FE,0xB9B4,勾,865
0x6C9F,0xB9B5,沟,866
0x82DF,0xB9B6,苟,867
0x72D7,0xB9B7,狗,868
0x57A2,0xB9B8,垢,869
0x6784,0xB9B9,构,870
0x8D2D,0xB9BA,购,871
0x591F,0xB9BB,够,872
0x8F9C,0xB9BC,辜,873
0x83C7,0xB9BD,菇,874
0x5495,0xB9BE,咕,875
0x7B8D,0xB9BF,箍,876
0x4F30,0xB9C0,估,877
0x6CBD,0xB9C1,沽,878
0x5B64,0xB9C2,孤,879
0x59D1,0xB9C3,姑,880
0x9F13,0xB9C4,鼓,881
0x53E4,0xB9C5,古,882
0x86CA,0xB9C6,蛊,883
0x9AA8,0xB9C7,骨,884
0x8C37,0xB9C8,谷,885
0x80A1,0xB9C9,股,886
0x6545,0xB9CA,故,887
0x987E,0xB9CB,顾,888
0x56FA,0xB9CC,固,889
0x96C7,0xB9CD,雇,890
0x522E,0xB9CE,刮,891
0x74DC,0xB9CF,瓜,892
0x5250,0xB9D0,剐,893
0x5BE1,0xB9D1,寡,894
0x6302,0xB9D2,挂,895
0x8902,0xB9D3,褂,896
0x4E56,0xB9D4,乖,897
0x62D0,0xB9D5,拐,898
0x602A,0xB9D6,怪,899
0x68FA,0xB9D7,棺,900
0x5173,0xB9D8,关,901
0x5B98,0xB9D9,官,902
0x51A0,0xB9DA,冠,903
0x89C2,0xB9DB,观,904
0x7BA1,0xB9DC,管,905
0x9986,0xB9DD,馆,906
0x7F50,0xB9DE,罐,907
0x60EF,0xB9DF,惯,908
0x704C,0xB9E0,灌,909
0x8D2F,0xB9E1,贯,910
0x5149,0xB9E2,光,911
0x5E7F,0xB9E3,广,912
0x901B,0xB9E4,逛,913
0x7470,0xB9E5,瑰,914
0x89C4,0xB9E6,规,915
0x572D,0xB9E7,圭,916
0x7845,0xB9E8,硅,917
0x5F52,0xB9E9,归,918
0x9F9F,0xB9EA,龟,919
0x95FA,0xB9EB,闺,920
0x8F68,0xB9EC,轨,921
0x9B3C,0xB9ED,鬼,922
0x8BE1,0xB9EE,诡,923
0x7678,0xB9EF,癸,924
0x6842,0xB9F0,桂,925
0x67DC,0xB9F1,柜,926
0x8DEA,0xB9F2,跪,927
0x8D35,0xB9F3,贵,928
0x523D,0xB9F4,刽,929
0x8F8A,0xB9F5,辊,930
0x6EDA,0xB9F6,滚,931
0x68CD,0xB9F7,棍,932
0x9505,0xB9F8,锅,933
0x90ED,0xB9F9,郭,934
0x56FD,0xB9FA,国,935
0x679C,0xB9FB,果,936
0x88F9,0xB9FC,裹,937
0x8FC7,0xB9FD,过,938
0x54C8,0xB9FE,哈,939
0x9AB8,0xBAA1,骸,940
0x5B69,0xBAA2,孩,941
0x6D77,0xBAA3,海,942
0x6C26,0xBAA4,氦,943
0x4EA5,0xBAA5,亥,944
0x5BB3,0xBAA6,害,945
0x9A87,0xBAA7,骇,946
0x9163,0xBAA8,酣,947
0x61A8,0xBAA9,憨,948
0x90AF,0xBAAA,邯,949
0x97E9,0xBAAB,韩,950
0x542B,0xBAAC,含,951
0x6DB5,0xBAAD,涵,952
0x5BD2,0xBAAE,寒,953
0x51FD,0xBAAF,函,954
0x558A,0xBAB0,喊,955
0x7F55,0xBAB1,罕,956
0x7FF0,0xBAB2,翰,957
0x64BC,0xBAB3,撼,958
0x634D,0xBAB4,捍,959
0x65F1,0xBAB5,旱,960
0x61BE,0xBAB6,憾,961
0x608D,0xBAB7,悍,962
0x710A,0xBAB8,焊,963
0x6C57,0xBAB9,汗,964
0x6C49,0xBABA,汉,965
0x592F,0xBABB,夯,966
0x676D,0xBABC,杭,967
0x822A,0xBABD,航,968
0x58D5,0xBABE,壕,969
0x568E,0xBABF,嚎,970
0x8C6A,0xBAC0,豪,971
0x6BEB,0xBAC1,毫,972
0x90DD,0xBAC2,郝,973
0x597D,0xBAC3,好,974
0x8017,0xBAC4,耗,975
0x53F7,0xBAC5,号,976
0x6D69,0xBAC6,浩,977
0x5475,0xBAC7,呵,978
0x559D,0xBAC8,喝,979
0x8377,0xBAC9,荷,980
0x83CF,0xBACA,菏,981
0x6838,0xBACB,核,982
0x79BE,0xBACC,禾,983
0x548C,0xBACD,和,984
0x4F55,0xBACE,何,985
0x5408,0xBACF,合,986
0x76D2,0xBAD0,盒,987
0x8C89,0xBAD1,貉,988
0x9602,0xBAD2,阂,989
0x6CB3,0xBAD3,河,990
0x6DB8,0xBAD4,涸,991
0x8D6B,0xBAD5,赫,992
0x8910,0xBAD6,褐,993
0x9E64,0xBAD7,鹤,994
0x8D3A,0xBAD8,贺,995
0x563F,0xBAD9,嘿,996
0x9ED1,0xBADA,黑,997
0x75D5,0xBADB,痕,998
0x5F88,0xBADC,很,999
0x72E0,0xBADD,狠,1000
0x6068,0xBADE,恨,1001
0x54FC,0xBADF,哼,1002
0x4EA8,0xBAE0,亨,1003
0x6A2A,0xBAE1,横,1004
0x8861,0xBAE2,衡,1005
0x6052,0xBAE3,恒,1006
0x8F70,0xBAE4,轰,1007
0x54C4,0xBAE5,哄,1008
0x70D8,0xBAE6,烘,1009
0x8679,0xBAE7,虹,1010
0x9E3F,0xBAE8,鸿,1011
0x6D2A,0xBAE9,洪,1012
0x5B8F,0xBAEA,宏,1013
0x5F18,0xBAEB,弘,1014
0x7EA2,0xBAEC,红,1015
0x5589,0xBAED,喉,1016
0x4FAF,0xBAEE,侯,1017
0x7334,0xBAEF,猴,1018
0x543C,0xBAF0,吼,1019
0x539A,0xBAF1,厚,1020
0x5019,0xBAF2,候,1021
0x540E,0xBAF3,后,1022
0x547C,0xBAF4,呼,1023
0x4E4E,0xBAF5,乎,1024
0x5FFD,0xBAF6,忽,1025
0x745A,0xBAF7,瑚,1026
0x58F6,0xBAF8,壶,1027
0x846B,0xBAF9,葫,1028
0x80E1,0xBAFA,胡,1029
0x8774,0xBAFB,蝴,1030
0x72D0,0xBAFC,狐,1031
0x7CCA,0xBAFD,糊,1032
0x6E56,0xBAFE,湖,1033
0x5F27,0xBBA1,弧,1034
0x864E,0xBBA2,虎,1035
0x552C,0xBBA3,唬,1036
0x62A4,0xBBA4,护,1037
0x4E92,0xBBA5,互,1038
0x6CAA,0xBBA6,沪,1039
0x6237,0xBBA7,户,1040
0x82B1,0xBBA8,花,1041
0x54D7,0xBBA9,哗,1042
0x534E,0xBBAA,华,1043
0x733E,0xBBAB,猾,1044
0x6ED1,0xBBAC,滑,1045
0x753B,0xBBAD,画,1046
0x5212,0xBBAE,划,1047
0x5316,0xBBAF,化,1048
0x8BDD,0xBBB0,话,1049
0x69D0,0xBBB1,槐,1050
0x5F8A,0xBBB2,徊,1051
0x6000,0xBBB3,怀,1052
0x6DEE,0xBBB4,淮,1053
0x574F,0xBBB5,坏,1054
0x6B22,0xBBB6,欢,1055
0x73AF,0xBBB7,环,1056
0x6853,0xBBB8,桓,1057
0x8FD8,0xBBB9,还,1058
0x7F13,0xBBBA,缓,1059
0x6362,0xBBBB,换,1060
0x60A3,0xBBBC,患,1061
0x5524,0xBBBD,唤,1062
0x75EA,0xBBBE,痪,1063
0x8C62,0xBBBF,豢,1064
0x7115,0xBBC0,焕,1065
0x6DA3,0xBBC1,涣,1066
0x5BA6,0xBBC2,宦,1067
0x5E7B,0xBBC3,幻,1068
0x8352,0xBBC4,荒,1069
0x614C,0xBBC5,慌,1070
0x9EC4,0xBBC6,黄,1071
0x78FA,0xBBC7,磺,1072
0x8757,0xBBC8,蝗,1073
0x7C27,0xBBC9,簧,1074
0x7687,0xBBCA,皇,1075
0x51F0,0xBBCB,凰,1076
0x60F6,0xBBCC,惶,1077
0x714C,0xBBCD,煌,1078
0x6643,0xBBCE,晃,1079
0x5E4C,0xBBCF,幌,1080
0x604D,0xBBD0,恍,1081
0x8C0E,0xBBD1,谎,1082
0x7070,0xBBD2,灰,1083
0x6325,0xBBD3,挥,1084
0x8F89,0xBBD4,辉,1085
0x5FBD,0xBBD5,徽,1086
0x6062,0xBBD6,恢,1087
0x86D4,0xBBD7,蛔,1088
0x56DE,0xBBD8,回,1089
0x6BC1,0xBBD9,毁,1090
0x6094,0xBBDA,悔,1091
0x6167,0xBBDB,慧,1092
0x5349,0xBBDC,卉,1093
0x60E0,0xBBDD,惠,1094
0x6666,0xBBDE,晦,1095
0x8D3F,0xBBDF,贿,1096
0x79FD,0xBBE0,秽,1097
0x4F1A,0xBBE1,会,1098
0x70E9,0xBBE2,烩,1099
0x6C47,0xBBE3,汇,1100
0x8BB3,0xBBE4,讳,1101
0x8BF2,0xBBE5,诲,1102
0x7ED8,0xBBE6,绘,1103
0x8364,0xBBE7,荤,1104
0x660F,0xBBE8,昏,1105
0x5A5A,0xBBE9,婚,1106
0x9B42,0xBBEA,魂,1107
0x6D51,0xBBEB,浑,1108
0x6DF7,0xBBEC,混,1109
0x8C41,0xBBED,豁,1110
0x6D3B,0xBBEE,活,1111
0x4F19,0xBBEF,伙,1112
0x706B,0xBBF0,火,1113
0x83B7,0xBBF1,获,1114
0x6216,0xBBF2,或,1115
0x60D1,0xBBF3,惑,1116
0x970D,0xBBF4,霍,1117
0x8D27,0xBBF5,货,1118
0x7978,0xBBF6,祸,1119
0x51FB,0xBBF7,击,1120
0x573E,0xBBF8,圾,1121
0x57FA,0xBBF9,基,1122
0x673A,0xBBFA,机,1123
0x7578,0xBBFB,畸,1124
0x7A3D,0xBBFC,稽,1125
0x79EF,0xBBFD,积,1126
0x7B95,0xBBFE,箕,1127
0x808C,0xBCA1,肌,1128
0x9965,0xBCA2,饥,1129
0x8FF9,0xBCA3,迹,1130
0x6FC0,0xBCA4,激,1131
0x8BA5,0xBCA5,讥,1132
0x9E21,0xBCA6,鸡,1133
0x59EC,0xBCA7,姬,1134
0x7EE9,0xBCA8,绩,1135
0x7F09,0xBCA9,缉,1136
0x5409,0xBCAA,吉,1137
0x6781,0xBCAB,极,1138
0x68D8,0xBCAC,棘,1139
0x8F91,0xBCAD,辑,1140
0x7C4D,0xBCAE,籍,1141
0x96C6,0xBCAF,集,1142
0x53CA,0xBCB0,及,1143
0x6025,0xBCB1,急,1144
0x75BE,0xBCB2,疾,1145
0x6C72,0xBCB3,汲,1146
0x5373,0xBCB4,即,1147
0x5AC9,0xBCB5,嫉,1148
0x7EA7,0xBCB6,级,1149
0x6324,0xBCB7,挤,1150
0x51E0,0xBCB8,几,1151
0x810A,0xBCB9,脊,1152
0x5DF1,0xBCBA,己,1153
0x84DF,0xBCBB,蓟,1154
0x6280,0xBCBC,技,1155
0x5180,0xBCBD,冀,1156
0x5B63,0xBCBE,季,1157
0x4F0E,0xBCBF,伎,1158
0x796D,0xBCC0,祭,1159
0x5242,0xBCC1,剂,1160
0x60B8,0xBCC2,悸,1161
0x6D4E,0xBCC3,济,1162
0x5BC4,0xBCC4,寄,1163
0x5BC2,0xBCC5,寂,1164
0x8BA1,0xBCC6,计,1165
0x8BB0,0xBCC7,记,1166
0x65E2,0xBCC8,既,1167
0x5FCC,0xBCC9,忌,1168
0x9645,0xBCCA,际,1169
0x5993,0xBCCB,妓,1170
0x7EE7,0xBCCC,继,1171
0x7EAA,0xBCCD,纪,1172
0x5609,0xBCCE,嘉,1173
0x67B7,0xBCCF,枷,1174
0x5939,0xBCD0,夹,1175
0x4F73,0xBCD1,佳,1176
0x5BB6,0xBCD2,家,1177
0x52A0,0xBCD3,加,1178
0x835A,0xBCD4,荚,1179
0x988A,0xBCD5,颊,1180
0x8D3E,0xBCD6,贾,1181
0x7532,0xBCD7,甲,1182
0x94BE,0xBCD8,钾,1183
0x5047,0xBCD9,假,1184
0x7A3C,0xBCDA,稼,1185
0x4EF7,0xBCDB,价,1186
0x67B6,0xBCDC,架,1187
0x9A7E,0xBCDD,驾,1188
0x5AC1,0xBCDE,嫁,1189
0x6B7C,0xBCDF,歼,1190
0x76D1,0xBCE0,监,1191
0x575A,0xBCE1,坚,1192
0x5C16,0xBCE2,尖,1193
0x7B3A,0xBCE3,笺,1194
0x95F4,0xBCE4,间,1195
0x714E,0xBCE5,煎,1196
0x517C,0xBCE6,兼,1197
0x80A9,0xBCE7,肩,1198
0x8270,0xBCE8,艰,1199
0x5978,0xBCE9,奸,1200
0x7F04,0xBCEA,缄,1201
0x8327,0xBCEB,茧,1202
0x68C0,0xBCEC,检,1203
0x67EC,0xBCED,柬,1204
0x78B1,0xBCEE,碱,1205
0x7877,0xBCEF,硷,1206
0x62E3,0xBCF0,拣,1207
0x6361,0xBCF1,捡,1208
0x7B80,0xBCF2,简,1209
0x4FED,0xBCF3,俭,1210
0x526A,0xBCF4,剪,1211
0x51CF,0xBCF5,减,1212
0x8350,0xBCF6,荐,1213
0x69DB,0xBCF7,槛,1214
0x9274,0xBCF8,鉴,1215
0x8DF5,0xBCF9,践,1216
0x8D31,0xBCFA,贱,1217
0x89C1,0xBCFB,见,1218
0x952E,0xBCFC,键,1219
0x7BAD,0xBCFD,箭,1220
0x4EF6,0xBCFE,件,1221
0x5065,0xBDA1,健,1222
0x8230,0xBDA2,舰,1223
0x5251,0xBDA3,剑,1224
0x996F,0xBDA4,饯,1225
0x6E10,0xBDA5,渐,1226
0x6E85,0xBDA6,溅,1227
0x6DA7,0xBDA7,涧,1228
0x5EFA,0xBDA8,建,1229
0x50F5,0xBDA9,僵,1230
0x59DC,0xBDAA,姜,1231
0x5C06,0xBDAB,将,1232
0x6D46,0xBDAC,浆,1233
0x6C5F,0xBDAD,江,1234
0x7586,0xBDAE,疆,1235
0x848B,0xBDAF,蒋,1236
0x6868,0xBDB0,桨,1237
0x5956,0xBDB1,奖,1238
0x8BB2,0xBDB2,讲,1239
0x5320,0xBDB3,匠,1240
0x9171,0xBDB4,酱,1241
0x964D,0xBDB5,降,1242
0x8549,0xBDB6,蕉,1243
0x6912,0xBDB7,椒,1244
0x7901,0xBDB8,礁,1245
0x7126,0xBDB9,焦,1246
0x80F6,0xBDBA,胶,1247
0x4EA4,0xBDBB,交,1248
0x90CA,0xBDBC,郊,1249
0x6D47,0xBDBD,浇,1250
0x9A84,0xBDBE,骄,1251
0x5A07,0xBDBF,娇,1252
0x56BC,0xBDC0,嚼,1253
0x6405,0xBDC1,搅,1254
0x94F0,0xBDC2,铰,1255
0x77EB,0xBDC3,矫,1256
0x4FA5,0xBDC4,侥,1257
0x811A,0xBDC5,脚,1258
0x72E1,0xBDC6,狡,1259
0x89D2,0xBDC7,角,1260
0x997A,0xBDC8,饺,1261
0x7F34,0xBDC9,缴,1262
0x7EDE,0xBDCA,绞,1263
0x527F,0xBDCB,剿,1264
0x6559,0xBDCC,教,1265
0x9175,0xBDCD,酵,1266
0x8F7F,0xBDCE,轿,1267
0x8F83,0xBDCF,较,1268
0x53EB,0xBDD0,叫,1269
0x7A96,0xBDD1,窖,1270
0x63ED,0xBDD2,揭,1271
0x63A5,0xBDD3,接,1272
0x7686,0xBDD4,皆,1273
0x79F8,0xBDD5,秸,1274
0x8857,0xBDD6,街,1275
0x9636,0xBDD7,阶,1276
0x622A,0xBDD8,截,1277
0x52AB,0xBDD9,劫,1278
0x8282,0xBDDA,节,1279
0x6854,0xBDDB,桔,1280
0x6770,0xBDDC,杰,1281
0x6377,0xBDDD,捷,1282
0x776B,0xBDDE,睫,1283
0x7AED,0xBDDF,竭,1284
