unicode,gb2312,Chinese,stroke number
0x4F0F,0xB7FC,伏,6
0x4FD8,0xB7FD,俘,9
0x670D,0xB7FE,服,8
0x6D6E,0xB8A1,浮,10
0x6DAA,0xB8A2,涪,11
0x798F,0xB8A3,福,13
0x88B1,0xB8A4,袱,11
0x5F17,0xB8A5,弗,5
0x752B,0xB8A6,甫,7
0x629A,0xB8A7,抚,7
0x8F85,0xB8A8,辅,11
0x4FEF,0xB8A9,俯,10
0x91DC,0xB8AA,釜,10
0x65A7,0xB8AB,斧,8
0x812F,0xB8AC,脯,11
0x8151,0xB8AD,腑,12
0x5E9C,0xB8AE,府,8
0x8150,0xB8AF,腐,14
0x8D74,0xB8B0,赴,9
0x526F,0xB8B1,副,11
0x8986,0xB8B2,覆,18
0x8D4B,0xB8B3,赋,12
0x590D,0xB8B4,复,9
0x5085,0xB8B5,傅,12
0x4ED8,0xB8B6,付,5
0x961C,0xB8B7,阜,8
0x7236,0xB8B8,父,4
0x8179,0xB8B9,腹,13
0x8D1F,0xB8BA,负,6
0x5BCC,0xB8BB,富,12
0x8BA3,0xB8BC,讣,4
0x9644,0xB8BD,附,7
0x5987,0xB8BE,妇,6
0x7F1A,0xB8BF,缚,13
0x5490,0xB8C0,咐,8
0x5676,0xB8C1,噶,15
0x560E,0xB8C2,嘎,14
0x8BE5,0xB8C3,该,8
0x6539,0xB8C4,改,7
0x6982,0xB8C5,概,13
0x9499,0xB8C6,钙,9
0x76D6,0xB8C7,盖,11
0x6E89,0xB8C8,溉,12
0x5E72,0xB8C9,干,3
0x7518,0xB8CA,甘,5
0x6746,0xB8CB,杆,7
0x67D1,0xB8CC,柑,9
0x7AFF,0xB8CD,竿,9
0x809D,0xB8CE,肝,7
0x8D76,0xB8CF,赶,10
0x611F,0xB8D0,感,13
0x79C6,0xB8D1,秆,8
0x6562,0xB8D2,敢,11
0x8D63,0xB8D3,赣,21
0x5188,0xB8D4,冈,4
0x521A,0xB8D5,刚,6
0x94A2,0xB8D6,钢,9
0x7F38,0xB8D7,缸,9
0x809B,0xB8D8,肛,7
0x7EB2,0xB8D9,纲,7
0x5C97,0xB8DA,岗,7
0x6E2F,0xB8DB,港,12
0x6760,0xB8DC,杠,7
0x7BD9,0xB8DD,篙,16
0x768B,0xB8DE,皋,10
0x9AD8,0xB8DF,高,10
0x818F,0xB8E0,膏,14
0x7F94,0xB8E1,羔,10
0x7CD5,0xB8E2,糕,16
0x641E,0xB8E3,搞,13
0x9550,0xB8E4,镐,15
0x7A3F,0xB8E5,稿,15
0x544A,0xB8E6,告,7
0x54E5,0xB8E7,哥,10
0x6B4C,0xB8E8,歌,14
0x6401,0xB8E9,搁,12
0x6208,0xB8EA,戈,4
0x9E3D,0xB8EB,鸽,11
0x80F3,0xB8EC,胳,10
0x7599,0xB8ED,疙,8
0x5272,0xB8EE,割,12
0x9769,0xB8EF,革,9
0x845B,0xB8F0,葛,12
0x683C,0xB8F1,格,10
0x86E4,0xB8F2,蛤,12
0x9601,0xB8F3,阁,9
0x9694,0xB8F4,隔,12
0x94EC,0xB8F5,铬,11
0x4E2A,0xB8F6,个,3
0x5404,0xB8F7,各,6
0x7ED9,0xB8F8,给,9
0x6839,0xB8F9,根,10
0x8DDF,0xB8FA,跟,13
0x8015,0xB8FB,耕,10
0x66F4,0xB8FC,更,7
0x5E9A,0xB8FD,庚,8
0x7FB9,0xB8FE,羹,19
0x57C2,0xB9A1,埂,10
0x803F,0xB9A2,耿,10
0x6897,0xB9A3,梗,11
0x5DE5,0xB9A4,工,3
0x653B,0xB9A5,攻,7
0x529F,0xB9A6,功,5
0x606D,0xB9A7,恭,10
0x9F9A,0xB9A8,龚,11
0x4F9B,0xB9A9,供,8
0x8EAC,0xB9AA,躬,10
0x516C,0xB9AB,公,4
0x5BAB,0xB9AC,宫,9
0x5F13,0xB9AD,弓,3
0x5DE9,0xB9AE,巩,6
0x6C5E,0xB9AF,汞,7
0x62F1,0xB9B0,拱,9
0x8D21,0xB9B1,贡,7
0x5171,0xB9B2,共,6
0x94A9,0xB9B3,钩,9
0x52FE,0xB9B4,勾,4
0x6C9F,0xB9B5,沟,7
0x82DF,0xB9B6,苟,8
0x72D7,0xB9B7,狗,8
0x57A2,0xB9B8,垢,9
0x6784,0xB9B9,构,8
0x8D2D,0xB9BA,购,8
0x591F,0xB9BB,够,11
0x8F9C,0xB9BC,辜,12
0x83C7,0xB9BD,菇,11
0x5495,0xB9BE,咕,8
0x7B8D,0xB9BF,箍,14
0x4F30,0xB9C0,估,7
0x6CBD,0xB9C1,沽,8
0x5B64,0xB9C2,孤,8
0x59D1,0xB9C3,姑,8
0x9F13,0xB9C4,鼓,13
0x53E4,0xB9C5,古,5
0x86CA,0xB9C6,蛊,11
0x9AA8,0xB9C7,骨,9
0x8C37,0xB9C8,谷,7
0x80A1,0xB9C9,股,8
0x6545,0xB9CA,故,9
0x987E,0xB9CB,顾,10
0x56FA,0xB9CC,固,8
0x96C7,0xB9CD,雇,12
0x522E,0xB9CE,刮,8
0x74DC,0xB9CF,瓜,5
0x5250,0xB9D0,剐,9
0x5BE1,0xB9D1,寡,14
0x6302,0xB9D2,挂,9
0x8902,0xB9D3,褂,13
0x4E56,0xB9D4,乖,8
0x62D0,0xB9D5,拐,8
0x602A,0xB9D6,怪,8
0x68FA,0xB9D7,棺,12
0x5173,0xB9D8,关,6
0x5B98,0xB9D9,官,8
0x51A0,0xB9DA,冠,9
0x89C2,0xB9DB,观,6
0x7BA1,0xB9DC,管,14
0x9986,0xB9DD,馆,11
0x7F50,0xB9DE,罐,23
0x60EF,0xB9DF,惯,12
0x704C,0xB9E0,灌,20
0x8D2F,0xB9E1,贯,8
0x5149,0xB9E2,光,6
0x5E7F,0xB9E3,广,3
0x901B,0xB9E4,逛,10
0x7470,0xB9E5,瑰,13
0x89C4,0xB9E6,规,8
0x572D,0xB9E7,圭,6
0x7845,0xB9E8,硅,11
0x5F52,0xB9E9,归,5
0x9F9F,0xB9EA,龟,7
0x95FA,0xB9EB,闺,9
0x8F68,0xB9EC,轨,6
0x9B3C,0xB9ED,鬼,9
0x8BE1,0xB9EE,诡,8
0x7678,0xB9EF,癸,9
0x6842,0xB9F0,桂,10
0x67DC,0xB9F1,柜,8
0x8DEA,0xB9F2,跪,13
0x8D35,0xB9F3,贵,9
0x523D,0xB9F4,刽,8
0x8F8A,0xB9F5,辊,12
0x6EDA,0xB9F6,滚,13
0x68CD,0xB9F7,棍,12
0x9505,0xB9F8,锅,12
0x90ED,0xB9F9,郭,10
0x56FD,0xB9FA,国,8
0x679C,0xB9FB,果,8
0x88F9,0xB9FC,裹,14
0x8FC7,0xB9FD,过,6
0x54C8,0xB9FE,哈,9
0x9AB8,0xBAA1,骸,15
0x5B69,0xBAA2,孩,9
0x6D77,0xBAA3,海,10
0x6C26,0xBAA4,氦,10
0x4EA5,0xBAA5,亥,6
0x5BB3,0xBAA6,害,10
0x9A87,0xBAA7,骇,9
0x9163,0xBAA8,酣,12
0x61A8,0xBAA9,憨,14
0x90AF,0xBAAA,邯,7
0x97E9,0xBAAB,韩,12
0x542B,0xBAAC,含,7
0x6DB5,0xBAAD,涵,11
0x5BD2,0xBAAE,寒,12
0x51FD,0xBAAF,函,8
0x558A,0xBAB0,喊,12
0x7F55,0xBAB1,罕,7
0x7FF0,0xBAB2,翰,16
0x64BC,0xBAB3,撼,16
0x634D,0xBAB4,捍,10
0x65F1,0xBAB5,旱,7
0x61BE,0xBAB6,憾,16
0x608D,0xBAB7,悍,10
0x710A,0xBAB8,焊,11
0x6C57,0xBAB9,汗,6
0x6C49,0xBABA,汉,5
0x592F,0xBABB,夯,5
0x676D,0xBABC,杭,8
0x822A,0xBABD,航,10
0x58D5,0xBABE,壕,17
0x568E,0xBABF,嚎,17
0x8C6A,0xBAC0,豪,14
0x6BEB,0xBAC1,毫,11
0x90DD,0xBAC2,郝,9
0x597D,0xBAC3,好,6
0x8017,0xBAC4,耗,10
0x53F7,0xBAC5,号,5
0x6D69,0xBAC6,浩,10
0x5475,0xBAC7,呵,8
0x559D,0xBAC8,喝,12
0x8377,0xBAC9,荷,10
0x83CF,0xBACA,菏,11
0x6838,0xBACB,核,10
0x79BE,0xBACC,禾,5
0x548C,0xBACD,和,8
0x4F55,0xBACE,何,7
0x5408,0xBACF,合,6
0x76D2,0xBAD0,盒,11
0x8C89,0xBAD1,貉,13
0x9602,0xBAD2,阂,9
0x6CB3,0xBAD3,河,8
0x6DB8,0xBAD4,涸,11
0x8D6B,0xBAD5,赫,14
0x8910,0xBAD6,褐,14
0x9E64,0xBAD7,鹤,15
0x8D3A,0xBAD8,贺,9
0x563F,0xBAD9,嘿,15
0x9ED1,0xBADA,黑,12
0x75D5,0xBADB,痕,11
0x5F88,0xBADC,很,9
0x72E0,0xBADD,狠,9
0x6068,0xBADE,恨,9
0x54FC,0xBADF,哼,10
0x4EA8,0xBAE0,亨,7
0x6A2A,0xBAE1,横,15
0x8861,0xBAE2,衡,16
0x6052,0xBAE3,恒,9
0x8F70,0xBAE4,轰,8
0x54C4,0xBAE5,哄,9
0x70D8,0xBAE6,烘,10
0x8679,0xBAE7,虹,9
0x9E3F,0xBAE8,鸿,11
0x6D2A,0xBAE9,洪,9
0x5B8F,0xBAEA,宏,7
0x5F18,0xBAEB,弘,5
0x7EA2,0xBAEC,红,6
0x5589,0xBAED,喉,12
0x4FAF,0xBAEE,侯,9
0x7334,0xBAEF,猴,12
0x543C,0xBAF0,吼,7
0x539A,0xBAF1,厚,9
0x5019,0xBAF2,候,10
0x540E,0xBAF3,后,6
0x547C,0xBAF4,呼,8
0x4E4E,0xBAF5,乎,5
0x5FFD,0xBAF6,忽,8
0x745A,0xBAF7,瑚,13
0x58F6,0xBAF8,壶,10
0x846B,0xBAF9,葫,12
0x80E1,0xBAFA,胡,9
0x8774,0xBAFB,蝴,15
0x72D0,0xBAFC,狐,8
0x7CCA,0xBAFD,糊,15
0x6E56,0xBAFE,湖,12
0x5F27,0xBBA1,弧,8
0x864E,0xBBA2,虎,8
0x552C,0xBBA3,唬,11
0x62A4,0xBBA4,护,7
0x4E92,0xBBA5,互,4
0x6CAA,0xBBA6,沪,7
0x6237,0xBBA7,户,4
0x82B1,0xBBA8,花,7
0x54D7,0xBBA9,哗,9
0x534E,0xBBAA,华,6
0x733E,0xBBAB,猾,12
0x6ED1,0xBBAC,滑,12
0x753B,0xBBAD,画,8
0x5212,0xBBAE,划,6
0x5316,0xBBAF,化,4
0x8BDD,0xBBB0,话,8
0x69D0,0xBBB1,槐,13
0x5F8A,0xBBB2,徊,9
0x6000,0xBBB3,怀,7
0x6DEE,0xBBB4,淮,11
0x574F,0xBBB5,坏,7
0x6B22,0xBBB6,欢,6
0x73AF,0xBBB7,环,8
0x6853,0xBBB8,桓,10
0x8FD8,0xBBB9,还,7
0x7F13,0xBBBA,缓,12
0x6362,0xBBBB,换,10
0x60A3,0xBBBC,患,11
0x5524,0xBBBD,唤,10
0x75EA,0xBBBE,痪,12
0x8C62,0xBBBF,豢,13
0x7115,0xBBC0,焕,11
0x6DA3,0xBBC1,涣,10
0x5BA6,0xBBC2,宦,9
0x5E7B,0xBBC3,幻,4
0x8352,0xBBC4,荒,9
0x614C,0xBBC5,慌,12
0x9EC4,0xBBC6,黄,11
0x78FA,0xBBC7,磺,16
0x8757,0xBBC8,蝗,15
0x7C27,0xBBC9,簧,17
0x7687,0xBBCA,皇,9
0x51F0,0xBBCB,凰,11
0x60F6,0xBBCC,惶,12
0x714C,0xBBCD,煌,13
0x6643,0xBBCE,晃,10
0x5E4C,0xBBCF,幌,13
0x604D,0xBBD0,恍,9
0x8C0E,0xBBD1,谎,11
0x7070,0xBBD2,灰,6
0x6325,0xBBD3,挥,9
0x8F89,0xBBD4,辉,12
0x5FBD,0xBBD5,徽,17
0x6062,0xBBD6,恢,9
0x86D4,0xBBD7,蛔,12
0x56DE,0xBBD8,回,6
0x6BC1,0xBBD9,毁,13
0x6094,0xBBDA,悔,10
0x6167,0xBBDB,慧,15
0x5349,0xBBDC,卉,5
0x60E0,0xBBDD,惠,12
0x6666,0xBBDE,晦,11
0x8D3F,0xBBDF,贿,10
0x79FD,0xBBE0,秽,11
0x4F1A,0xBBE1,会,6
0x70E9,0xBBE2,烩,10
0x6C47,0xBBE3,汇,5
0x8BB3,0xBBE4,讳,6
0x8BF2,0xBBE5,诲,9
0x7ED8,0xBBE6,绘,9
0x8364,0xBBE7,荤,9
0x660F,0xBBE8,昏,8
0x5A5A,0xBBE9,婚,11
0x9B42,0xBBEA,魂,13
0x6D51,0xBBEB,浑,9
0x6DF7,0xBBEC,混,11
0x8C41,0xBBED,豁,17
0x6D3B,0xBBEE,活,9
0x4F19,0xBBEF,伙,6
0x706B,0xBBF0,火,4
0x83B7,0xBBF1,获,10
0x6216,0xBBF2,或,8
0x60D1,0xBBF3,惑,12
0x970D,0xBBF4,霍,16
0x8D27,0xBBF5,货,8
0x7978,0xBBF6,祸,11
0x51FB,0xBBF7,击,5
0x573E,0xBBF8,圾,6
0x57FA,0xBBF9,基,11
0x673A,0xBBFA,机,6
0x7578,0xBBFB,畸,13
0x7A3D,0xBBFC,稽,15
0x79EF,0xBBFD,积,10
0x7B95,0xBBFE,箕,14
0x808C,0xBCA1,肌,6
0x9965,0xBCA2,饥,5
0x8FF9,0xBCA3,迹,9
0x6FC0,0xBCA4,激,16
0x8BA5,0xBCA5,讥,4
0x9E21,0xBCA6,鸡,7
0x59EC,0xBCA7,姬,10
0x7EE9,0xBCA8,绩,11
0x7F09,0xBCA9,缉,12
0x5409,0xBCAA,吉,6
0x6781,0xBCAB,极,7
0x68D8,0xBCAC,棘,12
0x8F91,0xBCAD,辑,13
0x7C4D,0xBCAE,籍,20
0x96C6,0xBCAF,集,12
0x53CA,0xBCB0,及,3
0x6025,0xBCB1,急,9
0x75BE,0xBCB2,疾,10
0x6C72,0xBCB3,汲,6
0x5373,0xBCB4,即,7
0x5AC9,0xBCB5,嫉,13
0x7EA7,0xBCB6,级,6
0x6324,0xBCB7,挤,9
0x51E0,0xBCB8,几,2
0x810A,0xBCB9,脊,10
0x5DF1,0xBCBA,己,3
0x84DF,0xBCBB,蓟,13
0x6280,0xBCBC,技,7
0x5180,0xBCBD,冀,16
0x5B63,0xBCBE,季,8
0x4F0E,0xBCBF,伎,6
0x796D,0xBCC0,祭,11
0x5242,0xBCC1,剂,8
0x60B8,0xBCC2,悸,11
0x6D4E,0xBCC3,济,9
0x5BC4,0xBCC4,寄,11
0x5BC2,0xBCC5,寂,11
0x8BA1,0xBCC6,计,4
0x8BB0,0xBCC7,记,5
0x65E2,0xBCC8,既,9
0x5FCC,0xBCC9,忌,7
0x9645,0xBCCA,际,7
0x5993,0xBCCB,妓,7
0x7EE7,0xBCCC,继,10
0x7EAA,0xBCCD,纪,6
0x5609,0xBCCE,嘉,14
0x67B7,0xBCCF,枷,9
0x5939,0xBCD0,夹,6
0x4F73,0xBCD1,佳,8
0x5BB6,0xBCD2,家,10
0x52A0,0xBCD3,加,5
0x835A,0xBCD4,荚,9
0x988A,0xBCD5,颊,12
0x8D3E,0xBCD6,贾,10
0x7532,0xBCD7,甲,5
0x94BE,0xBCD8,钾,10
0x5047,0xBCD9,假,11
0x7A3C,0xBCDA,稼,15
0x4EF7,0xBCDB,价,6
0x67B6,0xBCDC,架,9
0x9A7E,0xBCDD,驾,8
0x5AC1,0xBCDE,嫁,13
0x6B7C,0xBCDF,歼,7
0x76D1,0xBCE0,监,10
0x575A,0xBCE1,坚,7
0x5C16,0xBCE2,尖,6
0x7B3A,0xBCE3,笺,11
0x95F4,0xBCE4,间,7
0x714E,0xBCE5,煎,13
0x517C,0xBCE6,兼,10
0x80A9,0xBCE7,肩,8
0x8270,0xBCE8,艰,8
0x5978,0xBCE9,奸,6
0x7F04,0xBCEA,缄,12
0x8327,0xBCEB,茧,9
0x68C0,0xBCEC,检,11
0x67EC,0xBCED,柬,9
0x78B1,0xBCEE,碱,14
0x7877,0xBCEF,硷,12
0x62E3,0xBCF0,拣,8
0x6361,0xBCF1,捡,10
0x7B80,0xBCF2,简,13
0x4FED,0xBCF3,俭,9
0x526A,0xBCF4,剪,11
0x51CF,0xBCF5,减,11
0x8350,0xBCF6,荐,9
0x69DB,0xBCF7,槛,14
0x9274,0xBCF8,鉴,13
0x8DF5,0xBCF9,践,12
0x8D31,0xBCFA,贱,9
0x89C1,0xBCFB,见,4
0x952E,0xBCFC,键,13
0x7BAD,0xBCFD,箭,15
0x4EF6,0xBCFE,件,6
0x5065,0xBDA1,健,10
0x8230,0xBDA2,舰,10
0x5251,0xBDA3,剑,9
0x996F,0xBDA4,饯,8
0x6E10,0xBDA5,渐,11
0x6E85,0xBDA6,溅,12
0x6DA7,0xBDA7,涧,10
0x5EFA,0xBDA8,建,8
0x50F5,0xBDA9,僵,15
0x59DC,0xBDAA,姜,9
0x5C06,0xBDAB,将,9
0x6D46,0xBDAC,浆,10
0x6C5F,0xBDAD,江,6
0x7586,0xBDAE,疆,19
0x848B,0xBDAF,蒋,12
0x6868,0xBDB0,桨,10
0x5956,0xBDB1,奖,9
0x8BB2,0xBDB2,讲,6
0x5320,0xBDB3,匠,6
0x9171,0xBDB4,酱,13
0x964D,0xBDB5,降,8
0x8549,0xBDB6,蕉,15
0x6912,0xBDB7,椒,12
0x7901,0xBDB8,礁,17
0x7126,0xBDB9,焦,12
0x80F6,0xBDBA,胶,10
0x4EA4,0xBDBB,交,6
0x90CA,0xBDBC,郊,8
0x6D47,0xBDBD,浇,9
0x9A84,0xBDBE,骄,9
0x5A07,0xBDBF,娇,9
0x56BC,0xBDC0,嚼,20
0x6405,0xBDC1,搅,12
0x94F0,0xBDC2,铰,11
0x77EB,0xBDC3,矫,11
0x4FA5,0xBDC4,侥,8
0x811A,0xBDC5,脚,11
0x72E1,0xBDC6,狡,9
0x89D2,0xBDC7,角,7
0x997A,0xBDC8,饺,9
0x7F34,0xBDC9,缴,16
0x7EDE,0xBDCA,绞,9
0x527F,0xBDCB,剿,13
0x6559,0xBDCC,教,11
0x9175,0xBDCD,酵,14
0x8F7F,0xBDCE,轿,10
0x8F83,0xBDCF,较,10
0x53EB,0xBDD0,叫,5
0x7A96,0xBDD1,窖,12
0x63ED,0xBDD2,揭,12
0x63A5,0xBDD3,接,11
0x7686,0xBDD4,皆,9
0x79F8,0xBDD5,秸,11
0x8857,0xBDD6,街,12
0x9636,0xBDD7,阶,6
0x622A,0xBDD8,截,14
0x52AB,0xBDD9,劫,7
0x8282,0xBDDA,节,5
0x6854,0xBDDB,桔,10
0x6770,0xBDDC,杰,8
0x6377,0xBDDD,捷,11
0x776B,0xBDDE,睫,13
0x7AED,0xBDDF,竭,14
0x6D01,0xBDE0,洁,9
0x7ED3,0xBDE1,结,9
0x89E3,0xBDE2,解,13
0x59D0,0xBDE3,姐,8
0x6212,0xBDE4,戒,7
0x85C9,0xBDE5,藉,17
0x82A5,0xBDE6,芥,7
0x754C,0xBDE7,界,9
0x501F,0xBDE8,借,10
0x4ECB,0xBDE9,介,4
0x75A5,0xBDEA,疥,9
0x8BEB,0xBDEB,诫,9
0x5C4A,0xBDEC,届,8
0x5DFE,0xBDED,巾,3
0x7B4B,0xBDEE,筋,12
0x65A4,0xBDEF,斤,4
0x91D1,0xBDF0,金,8
0x4ECA,0xBDF1,今,4
0x6D25,0xBDF2,津,9
0x895F,0xBDF3,襟,18
0x7D27,0xBDF4,紧,10
0x9526,0xBDF5,锦,13
0x4EC5,0xBDF6,仅,4
0x8C28,0xBDF7,谨,13
0x8FDB,0xBDF8,进,7
0x9773,0xBDF9,靳,13
0x664B,0xBDFA,晋,10
0x7981,0xBDFB,禁,13
0x8FD1,0xBDFC,近,7
0x70EC,0xBDFD,烬,10
0x6D78,0xBDFE,浸,10
0x5C3D,0xBEA1,尽,6
0x52B2,0xBEA2,劲,7
0x8346,0xBEA3,荆,9
0x5162,0xBEA4,兢,14
0x830E,0xBEA5,茎,8
0x775B,0xBEA6,睛,13
0x6676,0xBEA7,晶,12
0x9CB8,0xBEA8,鲸,16
0x4EAC,0xBEA9,京,8
0x60CA,0xBEAA,惊,11
0x7CBE,0xBEAB,精,14
0x7CB3,0xBEAC,粳,13
0x7ECF,0xBEAD,经,8
0x4E95,0xBEAE,井,4
0x8B66,0xBEAF,警,19
0x666F,0xBEB0,景,12
0x9888,0xBEB1,颈,11
0x9759,0xBEB2,静,14
0x5883,0xBEB3,境,14
0x656C,0xBEB4,敬,12
0x955C,0xBEB5,镜,16
0x5F84,0xBEB6,径,8
0x75C9,0xBEB7,痉,10
0x9756,0xBEB8,靖,13
0x7ADF,0xBEB9,竟,11
0x7ADE,0xBEBA,竞,10
0x51C0,0xBEBB,净,8
0x70AF,0xBEBC,炯,9
0x7A98,0xBEBD,窘,12
0x63EA,0xBEBE,揪,12
0x7A76,0xBEBF,究,7
0x7EA0,0xBEC0,纠,5
0x7396,0xBEC1,玖,7
0x97ED,0xBEC2,韭,9
0x4E45,0xBEC3,久,3
0x7078,0xBEC4,灸,7
0x4E5D,0xBEC5,九,2
0x9152,0xBEC6,酒,10
0x53A9,0xBEC7,厩,11
0x6551,0xBEC8,救,11
0x65E7,0xBEC9,旧,5
0x81FC,0xBECA,臼,6
0x8205,0xBECB,舅,13
0x548E,0xBECC,咎,8
0x5C31,0xBECD,就,12
0x759A,0xBECE,疚,8
0x97A0,0xBECF,鞠,17
0x62D8,0xBED0,拘,8
0x72D9,0xBED1,狙,8
0x75BD,0xBED2,疽,10
0x5C45,0xBED3,居,8
0x9A79,0xBED4,驹,8
0x83CA,0xBED5,菊,11
0x5C40,0xBED6,局,7
0x5480,0xBED7,咀,8
0x77E9,0xBED8,矩,9
0x4E3E,0xBED9,举,9
0x6CAE,0xBEDA,沮,8
0x805A,0xBEDB,聚,14
0x62D2,0xBEDC,拒,7
0x636E,0xBEDD,据,11
0x5DE8,0xBEDE,巨,4
0x5177,0xBEDF,具,8
0x8DDD,0xBEE0,距,11
0x8E1E,0xBEE1,踞,15
0x952F,0xBEE2,锯,13
0x4FF1,0xBEE3,俱,10
0x53E5,0xBEE4,句,5
0x60E7,0xBEE5,惧,11
0x70AC,0xBEE6,炬,8
0x5267,0xBEE7,剧,10
0x6350,0xBEE8,捐,10
0x9E43,0xBEE9,鹃,12
0x5A1F,0xBEEA,娟,10
0x5026,0xBEEB,倦,10
0x7737,0xBEEC,眷,11
0x5377,0xBEED,卷,8
0x7EE2,0xBEEE,绢,10
0x6485,0xBEEF,撅,15
0x652B,0xBEF0,攫,23
0x6289,0xBEF1,抉,7
0x6398,0xBEF2,掘,11
0x5014,0xBEF3,倔,10
0x7235,0xBEF4,爵,17
0x89C9,0xBEF5,觉,9
0x51B3,0xBEF6,决,6
0x8BC0,0xBEF7,诀,6
0x7EDD,0xBEF8,绝,9
0x5747,0xBEF9,均,7
0x83CC,0xBEFA,菌,11
0x94A7,0xBEFB,钧,9
0x519B,0xBEFC,军,6
0x541B,0xBEFD,君,7
0x5CFB,0xBEFE,峻,10
0x4FCA,0xBFA1,俊,9
0x7AE3,0xBFA2,竣,12
0x6D5A,0xBFA3,浚,10
0x90E1,0xBFA4,郡,9
0x9A8F,0xBFA5,骏,10
0x5580,0xBFA6,喀,12
0x5496,0xBFA7,咖,8
0x5361,0xBFA8,卡,5
0x54AF,0xBFA9,咯,9
0x5F00,0xBFAA,开,4
0x63E9,0xBFAB,揩,12
0x6977,0xBFAC,楷,13
0x51EF,0xBFAD,凯,8
0x6168,0xBFAE,慨,12
0x520A,0xBFAF,刊,5
0x582A,0xBFB0,堪,12
0x52D8,0xBFB1,勘,11
0x574E,0xBFB2,坎,7
0x780D,0xBFB3,砍,9
0x770B,0xBFB4,看,9
0x5EB7,0xBFB5,康,11
0x6177,0xBFB6,慷,14
0x7CE0,0xBFB7,糠,17
0x625B,0xBFB8,扛,6
0x6297,0xBFB9,抗,7
0x4EA2,0xBFBA,亢,4
0x7095,0xBFBB,炕,8
0x8003,0xBFBC,考,6
0x62F7,0xBFBD,拷,9
0x70E4,0xBFBE,烤,10
0x9760,0xBFBF,靠,15
0x5777,0xBFC0,坷,8
0x82DB,0xBFC1,苛,8
0x67EF,0xBFC2,柯,9
0x68F5,0xBFC3,棵,12
0x78D5,0xBFC4,磕,15
0x9897,0xBFC5,颗,14
0x79D1,0xBFC6,科,9
0x58F3,0xBFC7,壳,7
0x54B3,0xBFC8,咳,9
0x53EF,0xBFC9,可,5
0x6E34,0xBFCA,渴,12
0x514B,0xBFCB,克,7
0x523B,0xBFCC,刻,8
0x5BA2,0xBFCD,客,9
0x8BFE,0xBFCE,课,10
0x80AF,0xBFCF,肯,8
0x5543,0xBFD0,啃,11
0x57A6,0xBFD1,垦,9
0x6073,0xBFD2,恳,10
0x5751,0xBFD3,坑,7
0x542D,0xBFD4,吭,7
0x7A7A,0xBFD5,空,8
0x6050,0xBFD6,恐,10
0x5B54,0xBFD7,孔,4
0x63A7,0xBFD8,控,11
0x62A0,0xBFD9,抠,7
0x53E3,0xBFDA,口,3
0x6263,0xBFDB,扣,6
0x5BC7,0xBFDC,寇,11
0x67AF,0xBFDD,枯,9
0x54ED,0xBFDE,哭,10
0x7A9F,0xBFDF,窟,13
0x82E6,0xBFE0,苦,8
0x9177,0xBFE1,酷,14
0x5E93,0xBFE2,库,7
0x88E4,0xBFE3,裤,12
0x5938,0xBFE4,夸,6
0x57AE,0xBFE5,垮,9
0x630E,0xBFE6,挎,9
0x8DE8,0xBFE7,跨,13
0x80EF,0xBFE8,胯,10
0x5757,0xBFE9,块,7
0x7B77,0xBFEA,筷,13
0x4FA9,0xBFEB,侩,8
0x5FEB,0xBFEC,快,7
0x5BBD,0xBFED,宽,10
0x6B3E,0xBFEE,款,12
0x5321,0xBFEF,匡,6
0x7B50,0xBFF0,筐,12
0x72C2,0xBFF1,狂,7
0x6846,0xBFF2,框,10
0x77FF,0xBFF3,矿,8
0x7736,0xBFF4,眶,11
0x65F7,0xBFF5,旷,7
0x51B5,0xBFF6,况,7
0x4E8F,0xBFF7,亏,3
0x76D4,0xBFF8,盔,11
0x5CBF,0xBFF9,岿,8
0x7AA5,0xBFFA,窥,13
0x8475,0xBFFB,葵,12
