unicode,gb2312,Chinese,stroke number
0x594E,0xBFFC,奎,9
0x9B41,0xBFFD,魁,13
0x5080,0xBFFE,傀,11
0x9988,0xC0A1,馈,12
0x6127,0xC0A2,愧,12
0x6E83,0xC0A3,溃,12
0x5764,0xC0A4,坤,8
0x6606,0xC0A5,昆,8
0x6346,0xC0A6,捆,10
0x56F0,0xC0A7,困,7
0x62EC,0xC0A8,括,9
0x6269,0xC0A9,扩,6
0x5ED3,0xC0AA,廓,13
0x9614,0xC0AB,阔,12
0x5783,0xC0AC,垃,8
0x62C9,0xC0AD,拉,8
0x5587,0xC0AE,喇,12
0x8721,0xC0AF,蜡,14
0x814A,0xC0B0,腊,12
0x8FA3,0xC0B1,辣,14
0x5566,0xC0B2,啦,11
0x83B1,0xC0B3,莱,10
0x6765,0xC0B4,来,7
0x8D56,0xC0B5,赖,13
0x84DD,0xC0B6,蓝,13
0x5A6A,0xC0B7,婪,11
0x680F,0xC0B8,栏,9
0x62E6,0xC0B9,拦,8
0x7BEE,0xC0BA,篮,16
0x9611,0xC0BB,阑,12
0x5170,0xC0BC,兰,5
0x6F9C,0xC0BD,澜,15
0x8C30,0xC0BE,谰,14
0x63FD,0xC0BF,揽,12
0x89C8,0xC0C0,览,9
0x61D2,0xC0C1,懒,16
0x7F06,0xC0C2,缆,12
0x70C2,0xC0C3,烂,9
0x6EE5,0xC0C4,滥,13
0x7405,0xC0C5,琅,11
0x6994,0xC0C6,榔,12
0x72FC,0xC0C7,狼,10
0x5ECA,0xC0C8,廊,11
0x90CE,0xC0C9,郎,8
0x6717,0xC0CA,朗,10
0x6D6A,0xC0CB,浪,10
0x635E,0xC0CC,捞,10
0x52B3,0xC0CD,劳,7
0x7262,0xC0CE,牢,7
0x8001,0xC0CF,老,6
0x4F6C,0xC0D0,佬,8
0x59E5,0xC0D1,姥,9
0x916A,0xC0D2,酪,13
0x70D9,0xC0D3,烙,10
0x6D9D,0xC0D4,涝,10
0x52D2,0xC0D5,勒,11
0x4E50,0xC0D6,乐,5
0x96F7,0xC0D7,雷,13
0x956D,0xC0D8,镭,18
0x857E,0xC0D9,蕾,16
0x78CA,0xC0DA,磊,15
0x7D2F,0xC0DB,累,11
0x5121,0xC0DC,儡,17
0x5792,0xC0DD,垒,9
0x64C2,0xC0DE,擂,16
0x808B,0xC0DF,肋,6
0x7C7B,0xC0E0,类,9
0x6CEA,0xC0E1,泪,8
0x68F1,0xC0E2,棱,12
0x695E,0xC0E3,楞,13
0x51B7,0xC0E4,冷,7
0x5398,0xC0E5,厘,9
0x68A8,0xC0E6,梨,11
0x7281,0xC0E7,犁,11
0x9ECE,0xC0E8,黎,15
0x7BF1,0xC0E9,篱,16
0x72F8,0xC0EA,狸,10
0x79BB,0xC0EB,离,10
0x6F13,0xC0EC,漓,13
0x7406,0xC0ED,理,11
0x674E,0xC0EE,李,7
0x91CC,0xC0EF,里,7
0x9CA4,0xC0F0,鲤,15
0x793C,0xC0F1,礼,5
0x8389,0xC0F2,莉,10
0x8354,0xC0F3,荔,9
0x540F,0xC0F4,吏,6
0x6817,0xC0F5,栗,10
0x4E3D,0xC0F6,丽,7
0x5389,0xC0F7,厉,5
0x52B1,0xC0F8,励,7
0x783E,0xC0F9,砾,10
0x5386,0xC0FA,历,4
0x5229,0xC0FB,利,7
0x5088,0xC0FC,傈,12
0x4F8B,0xC0FD,例,8
0x4FD0,0xC0FE,俐,9
0x75E2,0xC1A1,痢,12
0x7ACB,0xC1A2,立,5
0x7C92,0xC1A3,粒,11
0x6CA5,0xC1A4,沥,7
0x96B6,0xC1A5,隶,8
0x529B,0xC1A6,力,2
0x7483,0xC1A7,璃,14
0x54E9,0xC1A8,哩,10
0x4FE9,0xC1A9,俩,9
0x8054,0xC1AA,联,12
0x83B2,0xC1AB,莲,10
0x8FDE,0xC1AC,连,7
0x9570,0xC1AD,镰,18
0x5EC9,0xC1AE,廉,13
0x601C,0xC1AF,怜,8
0x6D9F,0xC1B0,涟,10
0x5E18,0xC1B1,帘,8
0x655B,0xC1B2,敛,11
0x8138,0xC1B3,脸,11
0x94FE,0xC1B4,链,12
0x604B,0xC1B5,恋,10
0x70BC,0xC1B6,炼,9
0x7EC3,0xC1B7,练,8
0x7CAE,0xC1B8,粮,13
0x51C9,0xC1B9,凉,10
0x6881,0xC1BA,梁,11
0x7CB1,0xC1BB,粱,13
0x826F,0xC1BC,良,7
0x4E24,0xC1BD,两,7
0x8F86,0xC1BE,辆,11
0x91CF,0xC1BF,量,12
0x667E,0xC1C0,晾,12
0x4EAE,0xC1C1,亮,9
0x8C05,0xC1C2,谅,10
0x64A9,0xC1C3,撩,15
0x804A,0xC1C4,聊,11
0x50DA,0xC1C5,僚,14
0x7597,0xC1C6,疗,7
0x71CE,0xC1C7,燎,16
0x5BE5,0xC1C8,寥,14
0x8FBD,0xC1C9,辽,5
0x6F66,0xC1CA,潦,15
0x4E86,0xC1CB,了,2
0x6482,0xC1CC,撂,14
0x9563,0xC1CD,镣,17
0x5ED6,0xC1CE,廖,14
0x6599,0xC1CF,料,10
0x5217,0xC1D0,列,6
0x88C2,0xC1D1,裂,12
0x70C8,0xC1D2,烈,10
0x52A3,0xC1D3,劣,6
0x730E,0xC1D4,猎,11
0x7433,0xC1D5,琳,12
0x6797,0xC1D6,林,8
0x78F7,0xC1D7,磷,17
0x9716,0xC1D8,霖,16
0x4E34,0xC1D9,临,9
0x90BB,0xC1DA,邻,7
0x9CDE,0xC1DB,鳞,20
0x6DCB,0xC1DC,淋,11
0x51DB,0xC1DD,凛,15
0x8D41,0xC1DE,赁,10
0x541D,0xC1DF,吝,7
0x62CE,0xC1E0,拎,8
0x73B2,0xC1E1,玲,9
0x83F1,0xC1E2,菱,11
0x96F6,0xC1E3,零,13
0x9F84,0xC1E4,龄,13
0x94C3,0xC1E5,铃,10
0x4F36,0xC1E6,伶,7
0x7F9A,0xC1E7,羚,11
0x51CC,0xC1E8,凌,10
0x7075,0xC1E9,灵,7
0x9675,0xC1EA,陵,10
0x5CAD,0xC1EB,岭,8
0x9886,0xC1EC,领,11
0x53E6,0xC1ED,另,5
0x4EE4,0xC1EE,令,5
0x6E9C,0xC1EF,溜,13
0x7409,0xC1F0,琉,11
0x69B4,0xC1F1,榴,14
0x786B,0xC1F2,硫,12
0x998F,0xC1F3,馏,13
0x7559,0xC1F4,留,10
0x5218,0xC1F5,刘,6
0x7624,0xC1F6,瘤,15
0x6D41,0xC1F7,流,10
0x67F3,0xC1F8,柳,9
0x516D,0xC1F9,六,4
0x9F99,0xC1FA,龙,5
0x804B,0xC1FB,聋,11
0x5499,0xC1FC,咙,8
0x7B3C,0xC1FD,笼,11
0x7ABF,0xC1FE,窿,16
0x9686,0xC2A1,隆,11
0x5784,0xC2A2,垄,8
0x62E2,0xC2A3,拢,8
0x9647,0xC2A4,陇,7
0x697C,0xC2A5,楼,13
0x5A04,0xC2A6,娄,9
0x6402,0xC2A7,搂,12
0x7BD3,0xC2A8,篓,15
0x6F0F,0xC2A9,漏,14
0x964B,0xC2AA,陋,8
0x82A6,0xC2AB,芦,7
0x5362,0xC2AC,卢,5
0x9885,0xC2AD,颅,11
0x5E90,0xC2AE,庐,7
0x7089,0xC2AF,炉,8
0x63B3,0xC2B0,掳,11
0x5364,0xC2B1,卤,7
0x864F,0xC2B2,虏,8
0x9C81,0xC2B3,鲁,12
0x9E93,0xC2B4,麓,19
0x788C,0xC2B5,碌,13
0x9732,0xC2B6,露,21
0x8DEF,0xC2B7,路,13
0x8D42,0xC2B8,赂,10
0x9E7F,0xC2B9,鹿,11
0x6F5E,0xC2BA,潞,16
0x7984,0xC2BB,禄,12
0x5F55,0xC2BC,录,8
0x9646,0xC2BD,陆,7
0x622E,0xC2BE,戮,15
0x9A74,0xC2BF,驴,7
0x5415,0xC2C0,吕,6
0x94DD,0xC2C1,铝,11
0x4FA3,0xC2C2,侣,8
0x65C5,0xC2C3,旅,10
0x5C65,0xC2C4,履,15
0x5C61,0xC2C5,屡,12
0x7F15,0xC2C6,缕,12
0x8651,0xC2C7,虑,10
0x6C2F,0xC2C8,氯,12
0x5F8B,0xC2C9,律,9
0x7387,0xC2CA,率,11
0x6EE4,0xC2CB,滤,13
0x7EFF,0xC2CC,绿,11
0x5CE6,0xC2CD,峦,9
0x631B,0xC2CE,挛,10
0x5B6A,0xC2CF,孪,9
0x6EE6,0xC2D0,滦,13
0x5375,0xC2D1,卵,7
0x4E71,0xC2D2,乱,7
0x63A0,0xC2D3,掠,11
0x7565,0xC2D4,略,11
0x62A1,0xC2D5,抡,7
0x8F6E,0xC2D6,轮,8
0x4F26,0xC2D7,伦,6
0x4ED1,0xC2D8,仑,4
0x6CA6,0xC2D9,沦,7
0x7EB6,0xC2DA,纶,7
0x8BBA,0xC2DB,论,6
0x841D,0xC2DC,萝,11
0x87BA,0xC2DD,螺,17
0x7F57,0xC2DE,罗,8
0x903B,0xC2DF,逻,11
0x9523,0xC2E0,锣,13
0x7BA9,0xC2E1,箩,14
0x9AA1,0xC2E2,骡,14
0x88F8,0xC2E3,裸,13
0x843D,0xC2E4,落,12
0x6D1B,0xC2E5,洛,9
0x9A86,0xC2E6,骆,9
0x7EDC,0xC2E7,络,9
0x5988,0xC2E8,妈,6
0x9EBB,0xC2E9,麻,11
0x739B,0xC2EA,玛,7
0x7801,0xC2EB,码,8
0x8682,0xC2EC,蚂,9
0x9A6C,0xC2ED,马,3
0x9A82,0xC2EE,骂,9
0x561B,0xC2EF,嘛,14
0x5417,0xC2F0,吗,6
0x57CB,0xC2F1,埋,10
0x4E70,0xC2F2,买,6
0x9EA6,0xC2F3,麦,7
0x5356,0xC2F4,卖,8
0x8FC8,0xC2F5,迈,6
0x8109,0xC2F6,脉,9
0x7792,0xC2F7,瞒,15
0x9992,0xC2F8,馒,14
0x86EE,0xC2F9,蛮,12
0x6EE1,0xC2FA,满,13
0x8513,0xC2FB,蔓,14
0x66FC,0xC2FC,曼,11
0x6162,0xC2FD,慢,14
0x6F2B,0xC2FE,漫,14
0x8C29,0xC3A1,谩,13
0x8292,0xC3A2,芒,6
0x832B,0xC3A3,茫,9
0x76F2,0xC3A4,盲,8
0x6C13,0xC3A5,氓,8
0x5FD9,0xC3A6,忙,6
0x83BD,0xC3A7,莽,10
0x732B,0xC3A8,猫,11
0x8305,0xC3A9,茅,8
0x951A,0xC3AA,锚,13
0x6BDB,0xC3AB,毛,4
0x77DB,0xC3AC,矛,5
0x94C6,0xC3AD,铆,10
0x536F,0xC3AE,卯,5
0x8302,0xC3AF,茂,8
0x5192,0xC3B0,冒,9
0x5E3D,0xC3B1,帽,12
0x8C8C,0xC3B2,貌,14
0x8D38,0xC3B3,贸,9
0x4E48,0xC3B4,么,3
0x73AB,0xC3B5,玫,8
0x679A,0xC3B6,枚,8
0x6885,0xC3B7,梅,11
0x9176,0xC3B8,酶,14
0x9709,0xC3B9,霉,15
0x7164,0xC3BA,煤,13
0x6CA1,0xC3BB,没,7
0x7709,0xC3BC,眉,9
0x5A92,0xC3BD,媒,12
0x9541,0xC3BE,镁,14
0x6BCF,0xC3BF,每,7
0x7F8E,0xC3C0,美,9
0x6627,0xC3C1,昧,9
0x5BD0,0xC3C2,寐,12
0x59B9,0xC3C3,妹,8
0x5A9A,0xC3C4,媚,12
0x95E8,0xC3C5,门,3
0x95F7,0xC3C6,闷,7
0x4EEC,0xC3C7,们,5
0x840C,0xC3C8,萌,11
0x8499,0xC3C9,蒙,13
0x6AAC,0xC3CA,檬,17
0x76DF,0xC3CB,盟,13
0x9530,0xC3CC,锰,13
0x731B,0xC3CD,猛,11
0x68A6,0xC3CE,梦,11
0x5B5F,0xC3CF,孟,8
0x772F,0xC3D0,眯,11
0x919A,0xC3D1,醚,15
0x9761,0xC3D2,靡,19
0x7CDC,0xC3D3,糜,17
0x8FF7,0xC3D4,迷,9
0x8C1C,0xC3D5,谜,11
0x5F25,0xC3D6,弥,8
0x7C73,0xC3D7,米,6
0x79D8,0xC3D8,秘,10
0x89C5,0xC3D9,觅,8
0x6CCC,0xC3DA,泌,8
0x871C,0xC3DB,蜜,14
0x5BC6,0xC3DC,密,11
0x5E42,0xC3DD,幂,12
0x68C9,0xC3DE,棉,12
0x7720,0xC3DF,眠,10
0x7EF5,0xC3E0,绵,11
0x5195,0xC3E1,冕,11
0x514D,0xC3E2,免,7
0x52C9,0xC3E3,勉,9
0x5A29,0xC3E4,娩,10
0x7F05,0xC3E5,缅,12
0x9762,0xC3E6,面,9
0x82D7,0xC3E7,苗,8
0x63CF,0xC3E8,描,11
0x7784,0xC3E9,瞄,13
0x85D0,0xC3EA,藐,17
0x79D2,0xC3EB,秒,9
0x6E3A,0xC3EC,渺,12
0x5E99,0xC3ED,庙,8
0x5999,0xC3EE,妙,7
0x8511,0xC3EF,蔑,14
0x706D,0xC3F0,灭,5
0x6C11,0xC3F1,民,5
0x62BF,0xC3F2,抿,8
0x76BF,0xC3F3,皿,5
0x654F,0xC3F4,敏,11
0x60AF,0xC3F5,悯,10
0x95FD,0xC3F6,闽,9
0x660E,0xC3F7,明,8
0x879F,0xC3F8,螟,16
0x9E23,0xC3F9,鸣,8
0x94ED,0xC3FA,铭,11
0x540D,0xC3FB,名,6
0x547D,0xC3FC,命,8
0x8C2C,0xC3FD,谬,13
0x6478,0xC3FE,摸,13
0x6479,0xC4A1,摹,14
0x8611,0xC4A2,蘑,19
0x6A21,0xC4A3,模,14
0x819C,0xC4A4,膜,14
0x78E8,0xC4A5,磨,16
0x6469,0xC4A6,摩,15
0x9B54,0xC4A7,魔,20
0x62B9,0xC4A8,抹,8
0x672B,0xC4A9,末,5
0x83AB,0xC4AA,莫,10
0x58A8,0xC4AB,墨,15
0x9ED8,0xC4AC,默,16
0x6CAB,0xC4AD,沫,8
0x6F20,0xC4AE,漠,13
0x5BDE,0xC4AF,寞,13
0x964C,0xC4B0,陌,8
0x8C0B,0xC4B1,谋,11
0x725F,0xC4B2,牟,6
0x67D0,0xC4B3,某,9
0x62C7,0xC4B4,拇,8
0x7261,0xC4B5,牡,7
0x4EA9,0xC4B6,亩,7
0x59C6,0xC4B7,姆,8
0x6BCD,0xC4B8,母,5
0x5893,0xC4B9,墓,13
0x66AE,0xC4BA,暮,14
0x5E55,0xC4BB,幕,13
0x52DF,0xC4BC,募,12
0x6155,0xC4BD,慕,14
0x6728,0xC4BE,木,4
0x76EE,0xC4BF,目,5
0x7766,0xC4C0,睦,13
0x7267,0xC4C1,牧,8
0x7A46,0xC4C2,穆,16
0x62FF,0xC4C3,拿,10
0x54EA,0xC4C4,哪,9
0x5450,0xC4C5,呐,7
0x94A0,0xC4C6,钠,9
0x90A3,0xC4C7,那,6
0x5A1C,0xC4C8,娜,9
0x7EB3,0xC4C9,纳,7
0x6C16,0xC4CA,氖,6
0x4E43,0xC4CB,乃,2
0x5976,0xC4CC,奶,5
0x8010,0xC4CD,耐,9
0x5948,0xC4CE,奈,8
0x5357,0xC4CF,南,9
0x7537,0xC4D0,男,7
0x96BE,0xC4D1,难,10
0x56CA,0xC4D2,囊,22
0x6320,0xC4D3,挠,9
0x8111,0xC4D4,脑,10
0x607C,0xC4D5,恼,9
0x95F9,0xC4D6,闹,8
0x6DD6,0xC4D7,淖,11
0x5462,0xC4D8,呢,8
0x9981,0xC4D9,馁,10
0x5185,0xC4DA,内,4
0x5AE9,0xC4DB,嫩,14
0x80FD,0xC4DC,能,10
0x59AE,0xC4DD,妮,8
0x9713,0xC4DE,霓,16
0x502A,0xC4DF,倪,10
0x6CE5,0xC4E0,泥,8
0x5C3C,0xC4E1,尼,5
0x62DF,0xC4E2,拟,7
0x4F60,0xC4E3,你,7
0x533F,0xC4E4,匿,10
0x817B,0xC4E5,腻,13
0x9006,0xC4E6,逆,9
0x6EBA,0xC4E7,溺,13
0x852B,0xC4E8,蔫,14
0x62C8,0xC4E9,拈,8
0x5E74,0xC4EA,年,6
0x78BE,0xC4EB,碾,15
0x64B5,0xC4EC,撵,15
0x637B,0xC4ED,捻,11
0x5FF5,0xC4EE,念,8
0x5A18,0xC4EF,娘,10
0x917F,0xC4F0,酿,14
0x9E1F,0xC4F1,鸟,5
0x5C3F,0xC4F2,尿,7
0x634F,0xC4F3,捏,10
0x8042,0xC4F4,聂,10
0x5B7D,0xC4F5,孽,19
0x556E,0xC4F6,啮,11
0x954A,0xC4F7,镊,15
0x954D,0xC4F8,镍,15
0x6D85,0xC4F9,涅,10
0x60A8,0xC4FA,您,11
0x67E0,0xC4FB,柠,9
0x72DE,0xC4FC,狞,8
0x51DD,0xC4FD,凝,16
0x5B81,0xC4FE,宁,5
0x62E7,0xC5A1,拧,8
0x6CDE,0xC5A2,泞,8
0x725B,0xC5A3,牛,4
0x626D,0xC5A4,扭,7
0x94AE,0xC5A5,钮,9
0x7EBD,0xC5A6,纽,7
0x8113,0xC5A7,脓,10
0x6D53,0xC5A8,浓,9
0x519C,0xC5A9,农,6
0x5F04,0xC5AA,弄,7
0x5974,0xC5AB,奴,5
0x52AA,0xC5AC,努,7
0x6012,0xC5AD,怒,9
0x5973,0xC5AE,女,3
0x6696,0xC5AF,暖,13
0x8650,0xC5B0,虐,9
0x759F,0xC5B1,疟,8
0x632A,0xC5B2,挪,9
0x61E6,0xC5B3,懦,17
0x7CEF,0xC5B4,糯,20
0x8BFA,0xC5B5,诺,10
0x54E6,0xC5B6,哦,10
0x6B27,0xC5B7,欧,8
0x9E25,0xC5B8,鸥,9
0x6BB4,0xC5B9,殴,8
0x85D5,0xC5BA,藕,18
0x5455,0xC5BB,呕,7
0x5076,0xC5BC,偶,11
0x6CA4,0xC5BD,沤,7
0x556A,0xC5BE,啪,11
0x8DB4,0xC5BF,趴,9
0x722C,0xC5C0,爬,8
0x5E15,0xC5C1,帕,8
0x6015,0xC5C2,怕,8
0x7436,0xC5C3,琶,12
0x62CD,0xC5C4,拍,8
0x6392,0xC5C5,排,11
0x724C,0xC5C6,牌,12
0x5F98,0xC5C7,徘,11
0x6E43,0xC5C8,湃,12
0x6D3E,0xC5C9,派,9
0x6500,0xC5CA,攀,19
0x6F58,0xC5CB,潘,15
0x76D8,0xC5CC,盘,11
0x78D0,0xC5CD,磐,15
0x76FC,0xC5CE,盼,9
0x7554,0xC5CF,畔,10
0x5224,0xC5D0,判,7
0x53DB,0xC5D1,叛,9
0x4E53,0xC5D2,乓,6
0x5E9E,0xC5D3,庞,8
0x65C1,0xC5D4,旁,10
0x802A,0xC5D5,耪,16
0x80D6,0xC5D6,胖,9
0x629B,0xC5D7,抛,7
0x5486,0xC5D8,咆,8
0x5228,0xC5D9,刨,7
0x70AE,0xC5DA,炮,9
0x888D,0xC5DB,袍,10
0x8DD1,0xC5DC,跑,12
0x6CE1,0xC5DD,泡,8
0x5478,0xC5DE,呸,8
0x80DA,0xC5DF,胚,9
0x57F9,0xC5E0,培,11
0x88F4,0xC5E1,裴,14
0x8D54,0xC5E2,赔,12
0x966A,0xC5E3,陪,10
0x914D,0xC5E4,配,10
0x4F69,0xC5E5,佩,8
0x6C9B,0xC5E6,沛,7
0x55B7,0xC5E7,喷,12
0x76C6,0xC5E8,盆,9
0x7830,0xC5E9,砰,10
0x62A8,0xC5EA,抨,8
0x70F9,0xC5EB,烹,11
0x6F8E,0xC5EC,澎,15
0x5F6D,0xC5ED,彭,12
0x84EC,0xC5EE,蓬,13
0x68DA,0xC5EF,棚,12
0x787C,0xC5F0,硼,13
0x7BF7,0xC5F1,篷,16
0x81A8,0xC5F2,膨,16
0x670B,0xC5F3,朋,8
0x9E4F,0xC5F4,鹏,13
0x6367,0xC5F5,捧,11
0x78B0,0xC5F6,碰,13
0x576F,0xC5F7,坯,8
0x7812,0xC5F8,砒,9
0x9739,0xC5F9,霹,21
0x6279,0xC5FA,批,7
0x62AB,0xC5FB,披,8
0x5288,0xC5FC,劈,15
0x7435,0xC5FD,琵,12
0x6BD7,0xC5FE,毗,9
0x5564,0xC6A1,啤,11
0x813E,0xC6A2,脾,12
0x75B2,0xC6A3,疲,10
0x76AE,0xC6A4,皮,5
0x5339,0xC6A5,匹,4
0x75DE,0xC6A6,痞,12
0x50FB,0xC6A7,僻,15
0x5C41,0xC6A8,屁,7
0x8B6C,0xC6A9,譬,20
0x7BC7,0xC6AA,篇,15
0x504F,0xC6AB,偏,11
0x7247,0xC6AC,片,4
0x9A97,0xC6AD,骗,12
0x98D8,0xC6AE,飘,15
0x6F02,0xC6AF,漂,14
0x74E2,0xC6B0,瓢,16
0x7968,0xC6B1,票,11
0x6487,0xC6B2,撇,14
0x77A5,0xC6B3,瞥,16
0x62FC,0xC6B4,拼,9
0x9891,0xC6B5,频,13
0x8D2B,0xC6B6,贫,8
0x54C1,0xC6B7,品,9
0x8058,0xC6B8,聘,13
0x4E52,0xC6B9,乒,6
0x576A,0xC6BA,坪,8
0x82F9,0xC6BB,苹,8
0x840D,0xC6BC,萍,11
0x5E73,0xC6BD,平,5
0x51ED,0xC6BE,凭,8
0x74F6,0xC6BF,瓶,10
0x8BC4,0xC6C0,评,7
0x5C4F,0xC6C1,屏,9
0x5761,0xC6C2,坡,8
0x6CFC,0xC6C3,泼,8
0x9887,0xC6C4,颇,11
0x5A46,0xC6C5,婆,11
0x7834,0xC6C6,破,10
0x9B44,0xC6C7,魄,14
0x8FEB,0xC6C8,迫,8
0x7C95,0xC6C9,粕,11
0x5256,0xC6CA,剖,10
0x6251,0xC6CB,扑,5
0x94FA,0xC6CC,铺,12
0x4EC6,0xC6CD,仆,4
0x8386,0xC6CE,莆,10
0x8461,0xC6CF,葡,12
0x83E9,0xC6D0,菩,11
0x84B2,0xC6D1,蒲,13
0x57D4,0xC6D2,埔,10
0x6734,0xC6D3,朴,6
0x5703,0xC6D4,圃,10
0x666E,0xC6D5,普,12
0x6D66,0xC6D6,浦,10
0x8C31,0xC6D7,谱,14
0x66DD,0xC6D8,曝,19
0x7011,0xC6D9,瀑,18
0x671F,0xC6DA,期,12
0x6B3A,0xC6DB,欺,12
0x6816,0xC6DC,栖,10
0x621A,0xC6DD,戚,11
0x59BB,0xC6DE,妻,8
0x4E03,0xC6DF,七,2
0x51C4,0xC6E0,凄,10
0x6F06,0xC6E1,漆,14
0x67D2,0xC6E2,柒,9
0x6C8F,0xC6E3,沏,7
0x5176,0xC6E4,其,8
0x68CB,0xC6E5,棋,12
0x5947,0xC6E6,奇,8
0x6B67,0xC6E7,歧,8
0x7566,0xC6E8,畦,11
0x5D0E,0xC6E9,崎,11
0x8110,0xC6EA,脐,10
0x9F50,0xC6EB,齐,6
0x65D7,0xC6EC,旗,14
0x7948,0xC6ED,祈,8
0x7941,0xC6EE,祁,6
0x9A91,0xC6EF,骑,11
0x8D77,0xC6F0,起,10
0x5C82,0xC6F1,岂,6
0x4E5E,0xC6F2,乞,3
0x4F01,0xC6F3,企,6
0x542F,0xC6F4,启,7
0x5951,0xC6F5,契,9
0x780C,0xC6F6,砌,9
0x5668,0xC6F7,器,16
0x6C14,0xC6F8,气,4
0x8FC4,0xC6F9,迄,6
0x5F03,0xC6FA,弃,7
0x6C7D,0xC6FB,汽,7
0x6CE3,0xC6FC,泣,8
0x8BAB,0xC6FD,讫,5
0x6390,0xC6FE,掐,11
0x6070,0xC7A1,恰,9
0x6D3D,0xC7A2,洽,9
0x7275,0xC7A3,牵,9
0x6266,0xC7A4,扦,6
0x948E,0xC7A5,钎,8
0x94C5,0xC7A6,铅,10
0x5343,0xC7A7,千,3
0x8FC1,0xC7A8,迁,6
0x7B7E,0xC7A9,签,13
0x4EDF,0xC7AA,仟,5
0x8C26,0xC7AB,谦,12
0x4E7E,0xC7AC,乾,11
0x9ED4,0xC7AD,黔,16
0x94B1,0xC7AE,钱,10
0x94B3,0xC7AF,钳,10
0x524D,0xC7B0,前,9
0x6F5C,0xC7B1,潜,15
0x9063,0xC7B2,遣,13
0x6D45,0xC7B3,浅,8
0x8C34,0xC7B4,谴,15
0x5811,0xC7B5,堑,11
0x5D4C,0xC7B6,嵌,12
0x6B20,0xC7B7,欠,4
0x6B49,0xC7B8,歉,14
0x67AA,0xC7B9,枪,8
0x545B,0xC7BA,呛,7
0x8154,0xC7BB,腔,12
0x7F8C,0xC7BC,羌,7
0x5899,0xC7BD,墙,14
0x8537,0xC7BE,蔷,14
0x5F3A,0xC7BF,强,12
0x62A2,0xC7C0,抢,7
0x6A47,0xC7C1,橇,16
0x9539,0xC7C2,锹,14
0x6572,0xC7C3,敲,14
0x6084,0xC7C4,悄,10
0x6865,0xC7C5,桥,10
0x77A7,0xC7C6,瞧,17
0x4E54,0xC7C7,乔,6
0x4FA8,0xC7C8,侨,8
0x5DE7,0xC7C9,巧,5
0x9798,0xC7CA,鞘,16
0x64AC,0xC7CB,撬,15
0x7FD8,0xC7CC,翘,12
0x5CED,0xC7CD,峭,10
0x4FCF,0xC7CE,俏,9
0x7A8D,0xC7CF,窍,10
0x5207,0xC7D0,切,4
0x8304,0xC7D1,茄,8
0x4E14,0xC7D2,且,5
0x602F,0xC7D3,怯,8
0x7A83,0xC7D4,窃,9
0x94A6,0xC7D5,钦,9
0x4FB5,0xC7D6,侵,9
0x4EB2,0xC7D7,亲,9
0x79E6,0xC7D8,秦,10
0x7434,0xC7D9,琴,12
0x52E4,0xC7DA,勤,13
0x82B9,0xC7DB,芹,7
0x64D2,0xC7DC,擒,15
0x79BD,0xC7DD,禽,12
0x5BDD,0xC7DE,寝,13
0x6C81,0xC7DF,沁,7
0x9752,0xC7E0,青,8
0x8F7B,0xC7E1,轻,9
0x6C22,0xC7E2,氢,9
0x503E,0xC7E3,倾,10
0x537F,0xC7E4,卿,10
0x6E05,0xC7E5,清,11
0x64CE,0xC7E6,擎,16
0x6674,0xC7E7,晴,12
0x6C30,0xC7E8,氰,12
0x60C5,0xC7E9,情,11
0x9877,0xC7EA,顷,8
0x8BF7,0xC7EB,请,10
0x5E86,0xC7EC,庆,6
0x743C,0xC7ED,琼,12
0x7A77,0xC7EE,穷,7
0x79CB,0xC7EF,秋,9
0x4E18,0xC7F0,丘,5
0x90B1,0xC7F1,邱,7
0x7403,0xC7F2,球,11
0x6C42,0xC7F3,求,7
0x56DA,0xC7F4,囚,5
0x914B,0xC7F5,酋,9
0x6CC5,0xC7F6,泅,8
0x8D8B,0xC7F7,趋,12
0x533A,0xC7F8,区,4
0x86C6,0xC7F9,蛆,11
